country_code,product_id,origin_year_month,target_year_month,horizon,y,model,fold,origin,y_pred,error,abs_error
DE,P07,2025-06,2025-07,1,1752134.92,seasonal_naive,1,2025-06,1468360.9100000001,-283774.0099999998,283774.0099999998
ES,P01,2025-06,2025-07,1,1258809.86,seasonal_naive,1,2025-06,1010928.9,-247880.96000000008,247880.96000000008
ES,P02,2025-06,2025-07,1,11391435.04,seasonal_naive,1,2025-06,9061168.35,-2330266.6899999995,2330266.6899999995
ES,P03,2025-06,2025-07,1,6296380.550000001,seasonal_naive,1,2025-06,4240127.74,-2056252.8100000005,2056252.8100000005
ES,P04,2025-06,2025-07,1,2382468.3200000003,seasonal_naive,1,2025-06,1944808.17,-437660.1500000004,437660.1500000004
ES,P05,2025-06,2025-07,1,5941372.32,seasonal_naive,1,2025-06,5906469.18,-34903.140000000596,34903.140000000596
ES,P06,2025-06,2025-07,1,2528147.13,seasonal_naive,1,2025-06,1998145.63,-530001.5,530001.5
ES,P07,2025-06,2025-07,1,2461111.7600000002,seasonal_naive,1,2025-06,1804451.32,-656660.4400000002,656660.4400000002
FR,P01,2025-06,2025-07,1,1668406.53,seasonal_naive,1,2025-06,1926694.19,258287.65999999992,258287.65999999992
FR,P02,2025-06,2025-07,1,13006923.99,seasonal_naive,1,2025-06,10719288.23,-2287635.76,2287635.76
FR,P03,2025-06,2025-07,1,17876739.7,seasonal_naive,1,2025-06,15093040.28,-2783699.42,2783699.42
FR,P04,2025-06,2025-07,1,1331090.7,seasonal_naive,1,2025-06,1135434.76,-195655.93999999994,195655.93999999994
FR,P05,2025-06,2025-07,1,3808364.85,seasonal_naive,1,2025-06,3333113.84,-475251.01000000024,475251.01000000024
FR,P06,2025-06,2025-07,1,2580172.53,seasonal_naive,1,2025-06,2000417.3,-579755.2299999997,579755.2299999997
FR,P07,2025-06,2025-07,1,3997049.09,seasonal_naive,1,2025-06,3639651.2,-357397.88999999966,357397.88999999966
GR,P01,2025-06,2025-07,1,783829.33,seasonal_naive,1,2025-06,931866.1000000001,148036.77000000014,148036.77000000014
GR,P02,2025-06,2025-07,1,2319574.72,seasonal_naive,1,2025-06,2287944.62,-31630.100000000093,31630.100000000093
GR,P03,2025-06,2025-07,1,2800585.23,seasonal_naive,1,2025-06,2360969.39,-439615.83999999985,439615.83999999985
GR,P04,2025-06,2025-07,1,476440.85,seasonal_naive,1,2025-06,355873.71,-120567.13999999996,120567.13999999996
GR,P05,2025-06,2025-07,1,810478.79,seasonal_naive,1,2025-06,1130617.35,320138.56000000006,320138.56000000006
GR,P07,2025-06,2025-07,1,956693.11,seasonal_naive,1,2025-06,755734.17,-200958.93999999994,200958.93999999994
HR,P05,2025-06,2025-07,1,178951.82,seasonal_naive,1,2025-06,179939.55,987.7299999999814,987.7299999999814
HR,P06,2025-06,2025-07,1,115592.03,seasonal_naive,1,2025-06,98662.27,-16929.759999999995,16929.759999999995
HU,P01,2025-06,2025-07,1,1260540.7,seasonal_naive,1,2025-06,1460113.17,199572.46999999997,199572.46999999997
HU,P02,2025-06,2025-07,1,2106501.26,seasonal_naive,1,2025-06,1747926.3599999999,-358574.8999999999,358574.8999999999
HU,P03,2025-06,2025-07,1,3307682.11,seasonal_naive,1,2025-06,2602373.5900000003,-705308.5199999996,705308.5199999996
HU,P04,2025-06,2025-07,1,586815.68,seasonal_naive,1,2025-06,521583.88,-65231.80000000005,65231.80000000005
HU,P05,2025-06,2025-07,1,1324577.71,seasonal_naive,1,2025-06,1041445.48,-283132.23,283132.23
HU,P06,2025-06,2025-07,1,613220.79,seasonal_naive,1,2025-06,527783.67,-85437.12,85437.12
HU,P07,2025-06,2025-07,1,972918.6000000001,seasonal_naive,1,2025-06,721126.09,-251792.51000000013,251792.51000000013
IT,P01,2025-06,2025-07,1,148028.0,seasonal_naive,1,2025-06,184065.73,36037.73000000001,36037.73000000001
IT,P02,2025-06,2025-07,1,3509147.58,seasonal_naive,1,2025-06,3110266.8200000003,-398880.7599999998,398880.7599999998
IT,P03,2025-06,2025-07,1,1572394.94,seasonal_naive,1,2025-06,1447981.0699999998,-124413.87000000011,124413.87000000011
IT,P04,2025-06,2025-07,1,1311292.9,seasonal_naive,1,2025-06,1125373.8900000001,-185919.00999999978,185919.00999999978
IT,P05,2025-06,2025-07,1,5979447.2,seasonal_naive,1,2025-06,5569233.42,-410213.78000000026,410213.78000000026
IT,P06,2025-06,2025-07,1,2522362.3200000003,seasonal_naive,1,2025-06,2109261.04,-413101.28000000026,413101.28000000026
IT,P07,2025-06,2025-07,1,450444.8599999999,seasonal_naive,1,2025-06,368084.68,-82360.17999999993,82360.17999999993
NL,P01,2025-06,2025-07,1,1927248.25,seasonal_naive,1,2025-06,2378685.9699999997,451437.71999999974,451437.71999999974
NL,P02,2025-06,2025-07,1,7639463.329999999,seasonal_naive,1,2025-06,6678087.29,-961376.0399999991,961376.0399999991
NL,P03,2025-06,2025-07,1,8776372.09,seasonal_naive,1,2025-06,7580443.04,-1195929.0499999998,1195929.0499999998
NL,P04,2025-06,2025-07,1,1406259.91,seasonal_naive,1,2025-06,1233428.22,-172831.68999999994,172831.68999999994
NL,P05,2025-06,2025-07,1,2337445.35,seasonal_naive,1,2025-06,2231259.46,-106185.89000000013,106185.89000000013
NL,P06,2025-06,2025-07,1,121650.78,seasonal_naive,1,2025-06,93244.77,-28406.009999999995,28406.009999999995
NL,P07,2025-06,2025-07,1,2162204.44,seasonal_naive,1,2025-06,1910368.7399999998,-251835.7000000002,251835.7000000002
PL,P01,2025-06,2025-07,1,1748767.1600000001,seasonal_naive,1,2025-06,2101990.45,353223.29000000004,353223.29000000004
PL,P02,2025-06,2025-07,1,3507231.8499999996,seasonal_naive,1,2025-06,2687982.36,-819249.4899999998,819249.4899999998
PL,P03,2025-06,2025-07,1,5893237.220000001,seasonal_naive,1,2025-06,5112145.65,-781091.5700000003,781091.5700000003
PL,P04,2025-06,2025-07,1,1438288.31,seasonal_naive,1,2025-06,1254997.75,-183290.56000000006,183290.56000000006
PL,P05,2025-06,2025-07,1,3170688.9099999997,seasonal_naive,1,2025-06,3124608.1700000004,-46080.73999999929,46080.73999999929
PL,P06,2025-06,2025-07,1,87406.94,seasonal_naive,1,2025-06,67769.61,-19637.33,19637.33
PL,P07,2025-06,2025-07,1,910719.63,seasonal_naive,1,2025-06,805817.79,-104901.83999999997,104901.83999999997
RO,P01,2025-06,2025-07,1,0.0,seasonal_naive,1,2025-06,0.0,0.0,0.0
RO,P03,2025-06,2025-07,1,1324048.94,seasonal_naive,1,2025-06,1267835.62,-56213.31999999983,56213.31999999983
RO,P05,2025-06,2025-07,1,1339344.99,seasonal_naive,1,2025-06,1161379.62,-177965.36999999988,177965.36999999988
RO,P07,2025-06,2025-07,1,110467.43,seasonal_naive,1,2025-06,88566.16,-21901.26999999999,21901.26999999999
SK,P01,2025-06,2025-07,1,298797.02,seasonal_naive,1,2025-06,376582.45,77785.43,77785.43
SK,P02,2025-06,2025-07,1,2696472.83,seasonal_naive,1,2025-06,2195372.11,-501100.7200000002,501100.7200000002
SK,P03,2025-06,2025-07,1,1433206.5,seasonal_naive,1,2025-06,1175903.9500000002,-257302.5499999998,257302.5499999998
SK,P05,2025-06,2025-07,1,342457.86,seasonal_naive,1,2025-06,318970.38,-23487.47999999998,23487.47999999998
SK,P07,2025-06,2025-07,1,0.0,seasonal_naive,1,2025-06,0.0,0.0,0.0
AT,P01,2025-06,2025-08,2,619456.09,seasonal_naive,1,2025-06,664039.63,44583.54000000004,44583.54000000004
AT,P02,2025-06,2025-08,2,3378963.4400000004,seasonal_naive,1,2025-06,2901226.77,-477736.6700000004,477736.6700000004
AT,P03,2025-06,2025-08,2,2308076.08,seasonal_naive,1,2025-06,1983219.34,-324856.74,324856.74
AT,P04,2025-06,2025-08,2,781678.42,seasonal_naive,1,2025-06,674969.49,-106708.93000000005,106708.93000000005
AT,P05,2025-06,2025-08,2,1246902.59,seasonal_naive,1,2025-06,1110447.41,-136455.18000000017,136455.18000000017
AT,P06,2025-06,2025-08,2,0.0,seasonal_naive,1,2025-06,0.0,0.0,0.0
AT,P07,2025-06,2025-08,2,812777.06,seasonal_naive,1,2025-06,672489.38,-140287.68000000005,140287.68000000005
CZ,P03,2025-06,2025-08,2,198959.63,seasonal_naive,1,2025-06,175734.69,-23224.940000000002,23224.940000000002
CZ,P04,2025-06,2025-08,2,166089.14,seasonal_naive,1,2025-06,137456.43,-28632.71000000002,28632.71000000002
CZ,P05,2025-06,2025-08,2,1236127.45,seasonal_naive,1,2025-06,1375611.48,139484.03000000003,139484.03000000003
CZ,P06,2025-06,2025-08,2,165675.91,seasonal_naive,1,2025-06,147268.19,-18407.72,18407.72
CZ,P07,2025-06,2025-08,2,46453.17,seasonal_naive,1,2025-06,37193.0,-9260.169999999998,9260.169999999998
DE,P01,2025-06,2025-08,2,2758247.21,seasonal_naive,1,2025-06,3541983.5599999996,783736.3499999996,783736.3499999996
DE,P02,2025-06,2025-08,2,5378315.93,seasonal_naive,1,2025-06,4650339.0600000005,-727976.8699999992,727976.8699999992
DE,P03,2025-06,2025-08,2,9826978.06,seasonal_naive,1,2025-06,8828567.24,-998410.8200000003,998410.8200000003
DE,P04,2025-06,2025-08,2,5498599.199999999,seasonal_naive,1,2025-06,4537025.72,-961573.4799999995,961573.4799999995
DE,P05,2025-06,2025-08,2,7396456.58,seasonal_naive,1,2025-06,7217773.32,-178683.25999999978,178683.25999999978
DE,P06,2025-06,2025-08,2,5765959.12,seasonal_naive,1,2025-06,4410291.29,-1355667.83,1355667.83
DE,P07,2025-06,2025-08,2,1893002.29,seasonal_naive,1,2025-06,1461236.65,-431765.64000000013,431765.64000000013
ES,P01,2025-06,2025-08,2,1236530.55,seasonal_naive,1,2025-06,1096717.0899999999,-139813.4600000002,139813.4600000002
ES,P02,2025-06,2025-08,2,11552377.81,seasonal_naive,1,2025-06,9723966.44,-1828411.370000001,1828411.370000001
ES,P03,2025-06,2025-08,2,6298415.08,seasonal_naive,1,2025-06,4553921.03,-1744494.0499999998,1744494.0499999998
ES,P04,2025-06,2025-08,2,2116332.46,seasonal_naive,1,2025-06,1881754.31,-234578.1499999999,234578.1499999999
ES,P05,2025-06,2025-08,2,5855342.2700000005,seasonal_naive,1,2025-06,5716678.67,-138663.60000000056,138663.60000000056
ES,P06,2025-06,2025-08,2,2541374.32,seasonal_naive,1,2025-06,1986838.71,-554535.6099999999,554535.6099999999
ES,P07,2025-06,2025-08,2,2459747.9,seasonal_naive,1,2025-06,1868758.08,-590989.8199999998,590989.8199999998
FR,P01,2025-06,2025-08,2,1652698.98,seasonal_naive,1,2025-06,1869657.16,216958.17999999993,216958.17999999993
FR,P02,2025-06,2025-08,2,12301129.87,seasonal_naive,1,2025-06,10762927.280000001,-1538202.589999998,1538202.589999998
FR,P03,2025-06,2025-08,2,17470249.09,seasonal_naive,1,2025-06,14735595.19,-2734653.9000000004,2734653.9000000004
FR,P04,2025-06,2025-08,2,1285444.6600000001,seasonal_naive,1,2025-06,1131441.48,-154003.18000000017,154003.18000000017
FR,P05,2025-06,2025-08,2,3790627.8899999997,seasonal_naive,1,2025-06,3345909.47,-444718.41999999946,444718.41999999946
FR,P06,2025-06,2025-08,2,2544483.04,seasonal_naive,1,2025-06,1987423.45,-557059.5900000001,557059.5900000001
FR,P07,2025-06,2025-08,2,3789955.06,seasonal_naive,1,2025-06,3743398.1199999996,-46556.94000000041,46556.94000000041
GR,P01,2025-06,2025-08,2,740428.23,seasonal_naive,1,2025-06,931158.4299999999,190730.19999999995,190730.19999999995
GR,P02,2025-06,2025-08,2,2524996.06,seasonal_naive,1,2025-06,2097526.39,-427469.6699999999,427469.6699999999
GR,P03,2025-06,2025-08,2,2820705.42,seasonal_naive,1,2025-06,2344424.8,-476280.6200000001,476280.6200000001
GR,P04,2025-06,2025-08,2,483705.9,seasonal_naive,1,2025-06,418376.76,-65329.140000000014,65329.140000000014
GR,P05,2025-06,2025-08,2,855135.9299999999,seasonal_naive,1,2025-06,1169470.37,314334.4400000002,314334.4400000002
GR,P07,2025-06,2025-08,2,1004852.5800000001,seasonal_naive,1,2025-06,812488.87,-192363.71000000008,192363.71000000008
HR,P05,2025-06,2025-08,2,182833.17,seasonal_naive,1,2025-06,159202.51,-23630.660000000003,23630.660000000003
HR,P06,2025-06,2025-08,2,126343.44,seasonal_naive,1,2025-06,101764.42,-24579.020000000004,24579.020000000004
HU,P01,2025-06,2025-08,2,1198690.98,seasonal_naive,1,2025-06,1400970.64,202279.65999999992,202279.65999999992
HU,P02,2025-06,2025-08,2,1988173.85,seasonal_naive,1,2025-06,1692385.03,-295788.82000000007,295788.82000000007
HU,P03,2025-06,2025-08,2,3064953.83,seasonal_naive,1,2025-06,2516784.07,-548169.7600000002,548169.7600000002
HU,P04,2025-06,2025-08,2,594415.02,seasonal_naive,1,2025-06,525923.99,-68491.03000000003,68491.03000000003
HU,P05,2025-06,2025-08,2,1169228.73,seasonal_naive,1,2025-06,1000096.52,-169132.20999999996,169132.20999999996
HU,P06,2025-06,2025-08,2,666263.08,seasonal_naive,1,2025-06,498358.38,-167904.69999999995,167904.69999999995
HU,P07,2025-06,2025-08,2,984857.0,seasonal_naive,1,2025-06,784014.29,-200842.70999999996,200842.70999999996
IT,P01,2025-06,2025-08,2,154434.84,seasonal_naive,1,2025-06,178149.59,23714.75,23714.75
IT,P02,2025-06,2025-08,2,3523949.0300000003,seasonal_naive,1,2025-06,2935988.23,-587960.8000000003,587960.8000000003
IT,P03,2025-06,2025-08,2,1566454.09,seasonal_naive,1,2025-06,1344270.21,-222183.88000000012,222183.88000000012
IT,P04,2025-06,2025-08,2,1402714.9,seasonal_naive,1,2025-06,1147156.4,-255558.5,255558.5
IT,P05,2025-06,2025-08,2,5896124.07,seasonal_naive,1,2025-06,5838733.16,-57390.91000000015,57390.91000000015
IT,P06,2025-06,2025-08,2,2520920.65,seasonal_naive,1,2025-06,2097888.69,-423031.95999999996,423031.95999999996
IT,P07,2025-06,2025-08,2,444373.12,seasonal_naive,1,2025-06,378922.29,-65450.830000000016,65450.830000000016
NL,P01,2025-06,2025-08,2,2028173.1199999999,seasonal_naive,1,2025-06,2408540.7199999997,380367.59999999986,380367.59999999986
NL,P02,2025-06,2025-08,2,7918758.51,seasonal_naive,1,2025-06,6721584.090000001,-1197174.419999999,1197174.419999999
NL,P03,2025-06,2025-08,2,8562269.92,seasonal_naive,1,2025-06,7585355.140000001,-976914.7799999993,976914.7799999993
NL,P04,2025-06,2025-08,2,1529519.43,seasonal_naive,1,2025-06,1241427.0,-288092.42999999993,288092.42999999993
NL,P05,2025-06,2025-08,2,2185314.25,seasonal_naive,1,2025-06,2190459.94,5145.689999999944,5145.689999999944
NL,P06,2025-06,2025-08,2,134454.01,seasonal_naive,1,2025-06,96990.13,-37463.880000000005,37463.880000000005
NL,P07,2025-06,2025-08,2,2163101.18,seasonal_naive,1,2025-06,1810716.99,-352384.1900000002,352384.1900000002
PL,P01,2025-06,2025-08,2,1706423.72,seasonal_naive,1,2025-06,2043145.2400000002,336721.52000000025,336721.52000000025
PL,P02,2025-06,2025-08,2,3726273.7800000003,seasonal_naive,1,2025-06,2765283.31,-960990.4700000002,960990.4700000002
PL,P03,2025-06,2025-08,2,6368740.94,seasonal_naive,1,2025-06,5356346.63,-1012394.3100000005,1012394.3100000005
PL,P04,2025-06,2025-08,2,1403744.1099999999,seasonal_naive,1,2025-06,1160653.69,-243090.41999999993,243090.41999999993
PL,P05,2025-06,2025-08,2,3304108.57,seasonal_naive,1,2025-06,3208285.18,-95823.38999999966,95823.38999999966
PL,P06,2025-06,2025-08,2,85410.08,seasonal_naive,1,2025-06,69978.85,-15431.229999999996,15431.229999999996
PL,P07,2025-06,2025-08,2,948590.47,seasonal_naive,1,2025-06,756984.3,-191606.16999999993,191606.16999999993
RO,P01,2025-06,2025-08,2,0.0,seasonal_naive,1,2025-06,0.0,0.0,0.0
RO,P03,2025-06,2025-08,2,1354674.72,seasonal_naive,1,2025-06,1198353.6300000001,-156321.08999999985,156321.08999999985
RO,P05,2025-06,2025-08,2,1202150.96,seasonal_naive,1,2025-06,1153267.9,-48883.060000000056,48883.060000000056
RO,P07,2025-06,2025-08,2,109058.91,seasonal_naive,1,2025-06,91121.65,-17937.26000000001,17937.26000000001
SK,P01,2025-06,2025-08,2,298932.36,seasonal_naive,1,2025-06,341365.48,42433.119999999995,42433.119999999995
SK,P02,2025-06,2025-08,2,2396333.91,seasonal_naive,1,2025-06,2109753.61,-286580.3000000003,286580.3000000003
SK,P03,2025-06,2025-08,2,1433795.3800000001,seasonal_naive,1,2025-06,1277530.77,-156264.6100000001,156264.6100000001
SK,P05,2025-06,2025-08,2,361026.32,seasonal_naive,1,2025-06,372208.51,11182.190000000002,11182.190000000002
SK,P07,2025-06,2025-08,2,0.0,seasonal_naive,1,2025-06,0.0,0.0,0.0
AT,P01,2025-06,2025-09,3,557537.57,seasonal_naive,1,2025-06,686457.86,128920.29000000004,128920.29000000004
AT,P02,2025-06,2025-09,3,3882458.79,seasonal_naive,1,2025-06,3230815.76,-651643.0300000003,651643.0300000003
AT,P03,2025-06,2025-09,3,1578079.41,seasonal_naive,1,2025-06,1504029.1099999999,-74050.30000000005,74050.30000000005
AT,P04,2025-06,2025-09,3,808748.21,seasonal_naive,1,2025-06,644890.04,-163858.16999999993,163858.16999999993
AT,P05,2025-06,2025-09,3,1085119.54,seasonal_naive,1,2025-06,1077958.29,-7161.25,7161.25
AT,P06,2025-06,2025-09,3,0.0,seasonal_naive,1,2025-06,0.0,0.0,0.0
AT,P07,2025-06,2025-09,3,802609.9099999999,seasonal_naive,1,2025-06,671951.06,-130658.84999999986,130658.84999999986
CZ,P03,2025-06,2025-09,3,151135.91,seasonal_naive,1,2025-06,126352.69,-24783.22,24783.22
CZ,P04,2025-06,2025-09,3,174335.25,seasonal_naive,1,2025-06,140766.29,-33568.95999999999,33568.95999999999
CZ,P05,2025-06,2025-09,3,1299611.16,seasonal_naive,1,2025-06,1446353.58,146742.42000000016,146742.42000000016
CZ,P06,2025-06,2025-09,3,188715.98,seasonal_naive,1,2025-06,140878.71,-47837.27000000002,47837.27000000002
CZ,P07,2025-06,2025-09,3,49943.24,seasonal_naive,1,2025-06,38360.29,-11582.949999999997,11582.949999999997
DE,P01,2025-06,2025-09,3,2781935.8499999996,seasonal_naive,1,2025-06,3514849.54,732913.6900000004,732913.6900000004
DE,P02,2025-06,2025-09,3,5957805.68,seasonal_naive,1,2025-06,5080125.23,-877680.4499999993,877680.4499999993
DE,P03,2025-06,2025-09,3,7985494.94,seasonal_naive,1,2025-06,6619454.66,-1366040.2800000003,1366040.2800000003
DE,P04,2025-06,2025-09,3,5577299.76,seasonal_naive,1,2025-06,4751192.510000001,-826107.2499999991,826107.2499999991
DE,P05,2025-06,2025-09,3,7459091.09,seasonal_naive,1,2025-06,7205670.61,-253420.47999999952,253420.47999999952
DE,P06,2025-06,2025-09,3,6057664.79,seasonal_naive,1,2025-06,4812505.33,-1245159.46,1245159.46
DE,P07,2025-06,2025-09,3,1774169.56,seasonal_naive,1,2025-06,1497671.51,-276498.05000000005,276498.05000000005
ES,P01,2025-06,2025-09,3,1167255.49,seasonal_naive,1,2025-06,1165516.82,-1738.6699999999255,1738.6699999999255
ES,P02,2025-06,2025-09,3,13011116.14,seasonal_naive,1,2025-06,10387298.09,-2623818.0500000007,2623818.0500000007
ES,P03,2025-06,2025-09,3,4558525.24,seasonal_naive,1,2025-06,3649582.58,-908942.6600000001,908942.6600000001
ES,P04,2025-06,2025-09,3,2462109.8899999997,seasonal_naive,1,2025-06,2137634.35,-324475.5399999996,324475.5399999996
ES,P05,2025-06,2025-09,3,5909633.95,seasonal_naive,1,2025-06,6135774.09,226140.13999999966,226140.13999999966
ES,P06,2025-06,2025-09,3,2684162.87,seasonal_naive,1,2025-06,1924156.65,-760006.2200000002,760006.2200000002
ES,P07,2025-06,2025-09,3,2415850.5100000002,seasonal_naive,1,2025-06,1932055.1600000001,-483795.3500000001,483795.3500000001
FR,P01,2025-06,2025-09,3,1610047.93,seasonal_naive,1,2025-06,1909195.4300000002,299147.50000000023,299147.50000000023
FR,P02,2025-06,2025-09,3,13821072.37,seasonal_naive,1,2025-06,12200419.77,-1620652.5999999996,1620652.5999999996
FR,P03,2025-06,2025-09,3,13207203.89,seasonal_naive,1,2025-06,11088826.67,-2118377.2200000007,2118377.2200000007
FR,P04,2025-06,2025-09,3,1415244.16,seasonal_naive,1,2025-06,1200521.58,-214722.57999999984,214722.57999999984
FR,P05,2025-06,2025-09,3,3929003.6599999997,seasonal_naive,1,2025-06,3610571.97,-318431.6899999995,318431.6899999995
FR,P06,2025-06,2025-09,3,2745582.13,seasonal_naive,1,2025-06,2056174.44,-689407.69,689407.69
FR,P07,2025-06,2025-09,3,4013451.32,seasonal_naive,1,2025-06,3907233.14,-106218.1799999997,106218.1799999997
GR,P01,2025-06,2025-09,3,764182.04,seasonal_naive,1,2025-06,911270.59,147088.54999999993,147088.54999999993
GR,P02,2025-06,2025-09,3,2854492.63,seasonal_naive,1,2025-06,2285331.6,-569161.0299999998,569161.0299999998
GR,P03,2025-06,2025-09,3,2158776.0300000003,seasonal_naive,1,2025-06,1749558.51,-409217.52000000025,409217.52000000025
GR,P04,2025-06,2025-09,3,468201.29,seasonal_naive,1,2025-06,405098.29,-63103.0,63103.0
GR,P05,2025-06,2025-09,3,845275.0800000001,seasonal_naive,1,2025-06,1075776.78,230501.69999999995,230501.69999999995
GR,P07,2025-06,2025-09,3,975024.45,seasonal_naive,1,2025-06,814822.36,-160202.08999999997,160202.08999999997
HR,P05,2025-06,2025-09,3,177071.14,seasonal_naive,1,2025-06,187083.51,10012.369999999995,10012.369999999995
HR,P06,2025-06,2025-09,3,131845.67,seasonal_naive,1,2025-06,98254.77,-33590.90000000001,33590.90000000001
HU,P01,2025-06,2025-09,3,1250384.91,seasonal_naive,1,2025-06,1338886.6,88501.69000000018,88501.69000000018
HU,P02,2025-06,2025-09,3,2170630.81,seasonal_naive,1,2025-06,2077056.1799999997,-93574.63000000035,93574.63000000035
HU,P03,2025-06,2025-09,3,2297823.21,seasonal_naive,1,2025-06,1921832.35,-375990.85999999987,375990.85999999987
HU,P04,2025-06,2025-09,3,583601.89,seasonal_naive,1,2025-06,521834.88,-61767.01000000001,61767.01000000001
HU,P05,2025-06,2025-09,3,1245665.91,seasonal_naive,1,2025-06,1043011.54,-202654.36999999988,202654.36999999988
HU,P06,2025-06,2025-09,3,631432.01,seasonal_naive,1,2025-06,516310.04,-115121.97000000003,115121.97000000003
HU,P07,2025-06,2025-09,3,984424.4299999999,seasonal_naive,1,2025-06,747948.19,-236476.24,236476.24
IT,P01,2025-06,2025-09,3,137670.04,seasonal_naive,1,2025-06,159219.98,21549.940000000002,21549.940000000002
IT,P02,2025-06,2025-09,3,4007448.79,seasonal_naive,1,2025-06,3209448.28,-798000.5100000002,798000.5100000002
IT,P03,2025-06,2025-09,3,1192661.05,seasonal_naive,1,2025-06,1006451.46,-186209.59000000008,186209.59000000008
IT,P04,2025-06,2025-09,3,1428429.18,seasonal_naive,1,2025-06,1211849.7999999998,-216579.38000000012,216579.38000000012
IT,P05,2025-06,2025-09,3,5999469.22,seasonal_naive,1,2025-06,5797828.869999999,-201640.35000000056,201640.35000000056
IT,P06,2025-06,2025-09,3,2782394.69,seasonal_naive,1,2025-06,2157788.69,-624606.0,624606.0
IT,P07,2025-06,2025-09,3,457933.57999999996,seasonal_naive,1,2025-06,382214.03,-75719.54999999993,75719.54999999993
NL,P01,2025-06,2025-09,3,1843621.52,seasonal_naive,1,2025-06,2447051.99,603430.4700000002,603430.4700000002
NL,P02,2025-06,2025-09,3,8487673.03,seasonal_naive,1,2025-06,7373117.73,-1114555.2999999989,1114555.2999999989
NL,P03,2025-06,2025-09,3,6556416.2,seasonal_naive,1,2025-06,5781385.15,-775031.0499999998,775031.0499999998
NL,P04,2025-06,2025-09,3,1451633.9900000002,seasonal_naive,1,2025-06,1248306.69,-203327.30000000028,203327.30000000028
NL,P05,2025-06,2025-09,3,2362841.52,seasonal_naive,1,2025-06,2308929.37,-53912.14999999991,53912.14999999991
NL,P06,2025-06,2025-09,3,119020.51,seasonal_naive,1,2025-06,109811.69,-9208.819999999992,9208.819999999992
NL,P07,2025-06,2025-09,3,2109942.48,seasonal_naive,1,2025-06,1813860.75,-296081.73,296081.73
PL,P01,2025-06,2025-09,3,1631839.39,seasonal_naive,1,2025-06,2083117.94,451278.55000000005,451278.55000000005
PL,P02,2025-06,2025-09,3,4659705.4,seasonal_naive,1,2025-06,2793162.73,-1866542.6700000004,1866542.6700000004
PL,P03,2025-06,2025-09,3,4935373.68,seasonal_naive,1,2025-06,3981518.22,-953855.4599999995,953855.4599999995
PL,P04,2025-06,2025-09,3,1500706.24,seasonal_naive,1,2025-06,1226266.31,-274439.92999999993,274439.92999999993
PL,P05,2025-06,2025-09,3,3335264.82,seasonal_naive,1,2025-06,3138716.19,-196548.6299999999,196548.6299999999
PL,P06,2025-06,2025-09,3,90800.4,seasonal_naive,1,2025-06,64079.15,-26721.249999999993,26721.249999999993
PL,P07,2025-06,2025-09,3,1030881.28,seasonal_naive,1,2025-06,832074.73,-198806.55000000005,198806.55000000005
RO,P01,2025-06,2025-09,3,0.0,seasonal_naive,1,2025-06,0.0,0.0,0.0
